0,4.182912826538086,4.180569648742676,7.119300842285156
250,2.439080238342285,2.436225175857544,29.752585887908936
500,2.243134021759033,2.2698166370391846,52.408153772354126
750,2.088301658630371,2.138611316680908,75.21934103965759
1000,1.9670226573944092,2.050499677658081,97.50283288955688
1250,1.8623985052108765,1.9786241054534912,119.70253014564514
1500,1.7868565320968628,1.9271764755249023,141.85836601257324
1750,1.7348753213882446,1.887046456336975,164.0567078590393
2000,1.6925076246261597,1.8367199897766113,186.17225909233093
2250,1.652258276939392,1.8153263330459595,208.19968104362488
2500,1.6225101947784424,1.7839837074279785,230.6503849029541
2750,1.5972795486450195,1.7677679061889648,252.89876198768616
3000,1.5819506645202637,1.761447787284851,275.7768278121948
3250,1.5610133409500122,1.7489707469940186,298.4902648925781
3500,1.5458160638809204,1.719084620475769,320.92764687538147
3750,1.53602933883667,1.7170398235321045,343.5073790550232
4000,1.5233172178268433,1.7048486471176147,365.75004482269287
4250,1.5185370445251465,1.7028326988220215,387.8663909435272
4500,1.508817195892334,1.6929593086242676,410.35880398750305
4750,1.5006741285324097,1.6904598474502563,432.9622778892517
5000,1.499179720878601,1.687219500541687,455.4883770942688
